,timeOnPage,maxDepth,step,demoNumOn,beatNumThreeFour,beatNumSixEight,beatNumDefault,beatHoverThree,beatHoverSix,emphasizeThreeFour,emphasizeSixEight,threeFourOn,sixEightOn,altThree,altSix,exampleSix,exampleThree,altSix.1,timeSect0,timeSect1,timeSect2,timeSect3,timeSect4,timeSect5,interaction_count,mobile,x,y
5306,13115,421.0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9239,2054,0,0,0,0,1,1,4.325907,-3.5702963
5307,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.04506,-12.987618
5308,27259,2330.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268,12684,6694,3883,0,0,0,1,-1.4279414,2.0059073
5309,171598,9959.0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30,7991,0,0,0,158509,1,1,-1.9605768,8.798634
5310,25829,4134.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9857,5011,5561,2382,1000,1914,0,1,-0.4202237,-1.6339008
5311,1796,2672.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,216,116,231,0,0,0,1,0.73039323,-1.286429
5312,14924,601.0,2,0,27,0,0,0,0,1,0,1,0,0,0,0,0,0,9659,4361,0,0,0,0,1,1,4.392943,-2.1772628
5313,19481,3177.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,1032,11937,2413,366,0,0,1,-6.3880754,4.012459
5314,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.441569,-13.818888
5315,22827,2314.0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,702,3368,10382,5941,0,0,2,1,-6.7761326,2.689067
5316,120407,5839.0,5,0,0,0,0,0,0,4,0,4,0,3,1,0,2,1,2650,8886,11526,17787,16219,61627,4,1,-3.45981,6.7731314
5317,24676,1432.0,4,0,0,0,0,0,0,2,3,2,3,0,0,0,0,0,15500,5739,1443,0,0,0,5,1,3.617177,-2.5312078
5318,13911,4834.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678,1721,1858,1383,1183,4502,0,1,-2.1848817,5.380681
5319,267507,6332.0,9,0,21,452,0,0,0,2,2,2,2,0,0,0,0,0,11010,50612,31398,35556,24068,113512,4,1,-3.065298,6.0795116
5320,61666,3332.0,2,0,55,67,0,0,0,4,3,4,3,0,0,0,0,0,2424,24304,23089,8474,3153,0,7,1,-2.8011544,2.1317823
5321,256819,6911.0,11,0,378,136,0,0,0,16,11,16,11,1,0,1,2,0,9178,64984,19493,36356,34547,91904,27,1,-2.7441306,5.2969527
5322,10681,528.0,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,7841,0,0,0,0,0,3,1,3.782002,-5.489508
5323,14048,7800.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2659,1765,1308,777,490,5100,0,1,0.7269784,-0.18239488
5324,14172,6951.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,2312,5217,2891,327,1294,0,1,-1.0676745,-0.60282737
5325,28669,1658.0,1,0,12,20,0,0,0,2,1,2,1,0,0,0,0,0,3538,11563,13118,0,0,0,3,1,-2.3504188,2.6688697
5326,180351244,1326.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8141,5586,584,0,0,0,0,1,-7.1531563,-7.48502
5327,30648,757.5,0,0,5,22,0,0,0,1,1,1,1,0,0,0,0,0,21422,8914,0,0,0,0,2,1,4.533211,-2.4965744
5328,119868,578.0,2,0,19,23,0,0,0,2,1,2,1,0,0,0,0,0,5653,34350,0,0,0,0,3,1,-0.5687254,-0.11009162
5329,19682,6170.0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,63,11283,2539,961,735,1712,1,1,0.9932549,2.6558282
5330,8737343,8098.0,14,0,44,30,0,0,0,1,2,1,2,0,0,0,0,0,8618760,8314,5512,971,283,3794,3,1,7.231751,-9.470266
5331,130876,7406.0,6,0,83,0,63,3,0,3,0,3,0,1,0,0,0,0,6444,28319,55305,7942,19411,13395,3,1,-4.3280687,3.080927
5332,11741,204.0,3,0,12,9,0,0,0,1,2,1,2,0,0,0,0,0,10146,0,0,0,0,0,3,1,6.3579946,-6.220543
5333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.838034,-13.470959
5334,5123,0.0,0,0,0,11,0,0,0,0,1,0,1,0,0,0,0,0,100,0,0,0,0,0,1,1,-3.7740858,-7.88666
5335,44370,2971.0,3,0,0,0,0,0,0,2,2,2,2,1,1,0,0,1,4341,9725,19728,8085,1376,0,4,1,-5.077688,2.4636223
5336,350469,3470.0,19,0,244,136,27,24,10,56,42,56,42,2,0,2,4,0,132732,63136,24259,38639,76497,649,98,1,-1.3882223,3.020566
5337,61511,8054.0,8,0,34,31,0,0,0,5,2,5,2,0,0,2,4,0,9414,3526,2196,1682,1807,42744,7,1,-2.0225313,7.653211
5338,4287,91.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3063,0,0,0,0,0,0,1,3.5079403,-5.8229413
5339,8858,49.0,0,0,14,4,0,0,0,1,2,1,2,0,0,0,0,0,7952,0,0,0,0,0,3,1,6.817863,-7.02179
5340,7710,2303.666748046875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,2303,2516,787,0,0,0,1,-1.6337329,0.43031365
5341,16215,956.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7665,6076,0,0,0,0,0,1,3.642817,-0.60656023
5342,13328,1366.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5839,2714,866,0,0,0,0,1,1.9469825,-2.1977243
5343,26645,1072.566650390625,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4296,17921,0,0,0,0,0,1,2.9686854,3.8447864
5344,14330,962.0,1,0,27,28,0,0,0,4,5,4,5,0,0,0,0,0,2942,11204,0,0,0,0,9,1,3.7225873,4.6821427
5345,4338,575.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,1643,0,0,0,0,0,1,2.202051,0.41369775
5346,76530,4336.33349609375,3,0,28,111,0,0,0,2,2,2,2,0,0,0,0,0,339,28983,19820,17958,4704,4432,4,1,-3.3677702,1.7253432
5347,79708,3474.0,5,0,54,91,2,8,0,14,8,14,8,1,0,0,0,0,3901,1368,48641,585,98,17,22,1,-6.2527676,4.3623314
5348,227908,7315.0,17,0,0,0,0,0,0,5,2,5,2,0,0,0,1,0,13291,59220,60505,23443,19223,50152,7,1,-3.2863908,4.1641154
5349,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.299366,-13.705059
5350,138517,3222.0,11,0,186,85,17,6,0,16,16,16,16,2,0,4,2,0,36330,34946,22417,43920,218,0,32,1,-4.22838,-1.1144595
5351,8945209,3227.0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6419,1218,8265,16929,8910907,0,3,1,-0.3260424,5.6319547
5352,8020,2339.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,1718,4695,854,0,0,0,1,-5.3902216,3.84277
5353,8641,810.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2957,3498,0,0,0,0,1,1,2.9053478,0.46585315
5354,13434,3568.833251953125,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390,3321,2713,2486,1109,367,0,1,-1.5448895,-0.36170554
5355,32323,5260.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1681,2329,15837,2449,1543,8299,0,1,-5.0269656,4.4142847
5356,3958,755.0,2,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,2892,0,0,0,0,0,3,1,3.240941,-4.263285
5357,26691,1688.6666259765625,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,7843,13220,0,0,0,0,1,-3.5332527,3.081215
5358,16643,503.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13595,1924,0,0,0,0,1,1,5.3196354,-4.6761045
5359,75241,1433.0,1,0,137,164,0,0,2,5,8,5,8,1,0,0,0,0,7847,62169,4972,0,0,0,13,1,2.3388553,5.738157
5360,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.897457,-13.698541
5361,163353,8159.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19043,17203,6679,11155,13883,92028,0,1,-2.782419,7.0512443
5362,57398,1109.0,6,0,66,30,0,0,0,3,2,3,2,0,0,0,0,0,6157,50780,0,0,0,0,5,1,3.16014,6.6707907
5363,6605,626.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5223,0,0,0,0,1,1,1.9481249,5.5385666
5364,52054,4385.33349609375,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678,4308,12378,13572,10771,8298,0,1,-4.2167926,3.9307575
5365,15375,437.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7933,1775,0,0,0,0,0,1,2.1508844,-3.50061
5366,57914,1363.0,1,0,56,53,0,0,0,6,6,6,6,0,0,0,0,0,1329,55571,916,0,0,0,12,1,1.6648227,7.3404484
5367,9377,4227.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,1101,1677,1600,2862,871,0,1,-0.7286647,-0.6087784
5368,28469,7085.0,15,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,6428,12664,41,57,17,9206,5,1,1.2948614,1.2418122
5369,13362,7065.0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4316,3820,0,0,0,4362,1,1,1.4926908,-0.08252563
5370,2886,449.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,386,0,0,0,0,0,1,-1.4052334,-3.372613
5371,50350,1789.0167236328125,2,0,25,68,0,0,0,2,1,2,1,0,0,0,0,0,1518,30646,15548,0,0,0,3,1,-0.38589045,3.5765114
5372,16245,6006.0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4140,6108,0,0,0,3405,1,1,1.5042405,0.52164525
5373,193688,4187.0,10,0,70,45,1,2,6,14,34,14,34,0,1,12,8,1,794,869,166510,17500,1667,6182,48,1,-7.3796816,5.4127774
5374,2720,325.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448,0,0,0,0,0,0,1,4.3039546,-6.8253155
5375,36243,671.2166748046875,2,0,24,21,0,0,0,2,4,2,4,0,0,0,0,0,2070,33246,0,0,0,0,6,1,2.4175708,7.0654116
5376,61214,2708.0,2,0,30,40,0,0,0,2,1,2,1,0,0,0,0,0,2283,47020,10018,1483,0,0,3,1,1.091725,4.8720183
5377,152312,4955.0,11,0,73,220,0,0,4,5,10,5,10,0,2,0,0,2,7761,30403,20017,63441,14744,15877,15,1,-7.0222745,-0.259646
5378,2601,508.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,494,0,0,0,0,0,1,-1.4317122,-2.567444
5379,28279,4302.0,4,0,0,0,0,0,0,2,3,2,3,0,0,0,0,0,2574,10116,6290,5875,869,2452,5,1,-2.9037528,1.4342273
5380,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.609146,-13.503173
5381,30895,2974.0,3,0,13,0,0,0,0,1,0,1,0,0,0,0,0,0,3489,24511,1169,1053,301,0,1,1,2.688983,5.29883
5382,573139,1624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,5658,566649,0,0,0,0,1,-7.7342434,6.4282885
5383,59892,1327.0,3,0,21,40,0,0,0,2,1,2,1,0,0,0,0,0,2042,36574,18313,0,0,0,3,1,-0.27616134,3.5877094
5384,50675,460.0,1,0,58,0,0,0,0,1,0,1,0,0,0,0,0,0,22870,18113,0,0,0,0,1,1,3.643571,-0.47968557
5385,43663,3079.0,2,0,18,65,0,0,0,2,2,2,2,0,0,0,0,0,4756,21366,5643,2989,8580,0,4,1,-1.1836284,2.663941
5386,2545,525.0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,479,1811,0,0,0,0,1,1,2.7938223,3.762677
5387,100209,6677.0,6,0,158,72,0,0,2,11,8,11,8,0,0,2,3,0,24755,1735,4575,7010,10603,49890,19,1,-2.4708204,6.6364174
5388,158281,4407.0,4,0,51,255,0,0,0,3,4,3,4,0,0,0,0,0,41886,18892,38282,24210,10908,22904,7,1,-3.0649655,3.699884
5389,189301,6672.0,6,0,280,133,0,0,0,6,5,6,5,0,0,1,2,0,24817,6078,35550,16915,15482,89984,11,1,-3.1899538,6.2751837
5390,21014,6191.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2447,980,4636,7515,2130,2961,0,1,-2.037513,-0.9733038
5391,91792,3544.0,5,0,109,65,0,4,6,18,14,18,14,1,1,2,4,1,5000,28969,33286,1166,19668,100,32,1,-3.2331927,2.7210941
5392,153716,1493.0,5,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,5311,15339,15366,0,0,0,3,1,-3.3280773,-3.3943558
5393,30596,3784.0,11,0,0,0,0,0,0,2,4,2,4,0,1,3,2,1,8245,315,7805,10485,1398,518,6,1,-5.22045,-1.3966616
5394,110652,408.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2442,108154,0,0,0,0,0,1,1.5820007,7.7274756
5395,5098,1026.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,3255,0,0,0,0,0,1,1.7314403,3.6158326
5396,4543,2361.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120,386,397,105,0,0,0,1,1.2610736,-1.9639156
5397,14554,7092.0,4,0,0,0,0,0,0,2,3,2,3,0,0,0,0,0,4149,2696,0,0,0,5774,5,1,1.2126178,-0.1372153
5398,4885,125.0,0,0,16,0,0,0,0,1,0,1,0,0,0,0,0,0,4346,0,0,0,0,0,1,1,6.4769483,-6.870475
5399,33434,1920.0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1407,17102,14801,0,0,0,2,1,-1.7433231,2.9606857
5400,41025,1422.0,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,3835,21963,13510,0,0,0,3,1,-0.671308,3.1052263
5401,19178,1873.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,347,11809,6188,0,0,0,1,1,-0.40931937,3.4555655
5402,67381,4239.0,7,0,0,0,0,1,0,1,2,1,2,2,0,0,0,0,20049,24568,14036,3223,1688,1715,3,1,-0.30193368,0.64765143
5403,9464,511.0,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,698,6563,0,0,0,0,3,1,2.0981295,4.334359
5404,4931,735.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,3351,0,0,0,0,0,1,3.1036246,3.4703674
5405,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.704704,-13.362614
5406,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.889257,-13.2733755
5407,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.947046,-13.843024
5408,383868,654.3499755859375,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,970,0,0,0,0,0,1,-5.4494624,-7.762489
5409,12525,1076.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4179,7920,0,0,0,0,1,1,4.2959757,2.4073184
5410,3330,340.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,1,-0.47388428,-4.5914006
5411,1561,246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,1,-1.3424293,-4.378299
5412,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6.9000096,19.24236
5413,2796,219.0,1,0,10,11,0,0,0,2,1,2,1,0,0,0,0,0,2685,0,0,0,0,0,3,1,4.667955,-7.8681364
5414,6418,2309.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,1346,2723,232,0,0,0,1,-1.4384285,-0.028803306
5415,14531,1124.0,1,0,12,0,0,0,0,1,0,1,0,0,0,0,0,0,3095,11262,0,0,0,0,1,1,3.7065136,4.6549077
5416,10447,399.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7616,1219,0,0,0,0,0,1,4.32239,-4.1492686
5417,7801,484.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123,886,0,0,0,0,0,1,-0.1208529,-3.3936164
5418,25426,2107.0,3,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,10072,11968,2270,126,0,0,3,1,2.8800027,0.72997546
5419,6495,454.0,2,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,2285,2457,0,0,0,0,3,1,2.828873,0.29492882
5420,3954,710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545,820,0,0,0,0,0,1,3.5016253,-2.7044742
5421,16273,3142.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487,4322,6495,0,1698,0,0,1,-3.4175494,2.4428058
5422,33998,681.0,1,0,11,42,0,0,0,2,3,2,3,0,0,0,0,0,6996,26626,0,0,0,0,5,1,4.3143983,4.7577047
5423,17813,5475.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746,4257,4989,3590,400,2354,0,1,-1.3472965,-0.17485721
5424,6470,658.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,3585,0,0,0,0,0,1,1.6619532,2.866728
5425,15364,1343.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6305,6889,1035,0,0,0,0,1,3.0912633,0.36849743
5426,1499,1766.0,0,0,5,7,0,0,0,1,1,1,1,0,0,0,0,0,0,962,358,0,0,0,2,1,0.68414974,-0.50480115
5427,579882,974.0,2,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,5461,365,0,0,0,0,3,1,-4.851173,-8.009558
5428,20206,2894.0,4,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,989,7082,6233,266,18,0,2,1,-1.8861312,1.9770396
5429,0,0.0,3,0,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-7.0349617,11.220592
5430,349132,2957.0,7,0,89,128,26,2,4,4,6,4,6,1,1,0,0,1,26716,113125,96359,7825,60,0,10,1,-1.8405755,1.3639699
5431,5253,3972.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,104,160,739,252,3012,0,1,0.41134632,-0.2556799
5432,1028567,8107.0,8,0,127,54,0,0,0,3,2,3,2,0,0,0,0,0,23630,24070,16698,4857,2904,20460,5,1,-4.378013,-6.3486
5433,19501,1173.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6530,7208,2284,0,0,0,0,1,1.9492428,0.5141896
5434,10765,306.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8191,0,0,0,0,0,0,1,4.38296,-5.580215
5435,21098,119.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2076,0,0,0,0,0,0,1,-1.481879,-6.2141786
5436,31913,5548.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,3015,5226,8208,2580,11542,0,1,-3.8691313,5.5656776
5437,19475,1506.0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8144,7771,1517,0,0,0,1,1,2.8723862,0.028916033
5438,41064,728.5,3,0,15,13,0,0,0,2,1,2,1,0,0,0,0,0,8926,19331,0,0,0,0,3,1,2.1911068,1.9968171
5439,13592,344.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9526,0,0,0,0,0,0,1,3.3275993,-5.7299356
5440,10981,596.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8051,1459,0,0,0,0,0,1,4.467554,-3.976549
5441,15658,426.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10837,2712,0,0,0,0,1,1,4.3331428,-3.3851805
5442,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.4605,-13.772533
5443,6335,231.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6257,0,0,0,0,0,0,1,5.49522,-9.011885
5444,4549,4255.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1234,865,507,203,677,0,1,0.5740831,-1.0023243
5445,128783,2493.0,4,0,144,95,0,0,0,9,6,9,6,0,0,2,4,0,1082,53332,1438,52761,0,0,15,1,-5.1502366,-0.067158185
5446,0,0.0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-7.090111,11.2687645
5447,16286,4029.0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,346,3416,4257,3610,2953,972,1,1,-3.772475,2.3399794
5448,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.722871,-13.730906
5449,1714,307.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,1,-1.5842315,-4.185911
5450,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.461599,-13.4494505
5451,250372,4316.0,8,0,340,114,0,6,0,18,10,18,10,1,0,2,4,0,31278,17371,80915,63447,55231,1711,28,1,-4.7801385,2.4344265
5452,27765,531.0,1,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,22891,2204,0,0,0,0,3,1,5.372298,-5.2053356
5453,22970,6148.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7273,2891,2723,1777,1167,3971,0,1,0.70720756,-1.5528414
5454,11059,1915.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,5369,3636,0,0,0,0,1,-1.0409138,2.3820405
5455,19596,2347.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3496,4511,5506,1587,0,0,0,1,-2.576038,0.3790113
5456,125219,7244.0,8,0,95,189,0,0,0,3,3,3,3,0,0,1,2,0,21435,11562,9703,12532,10732,59219,6,1,-2.839004,6.396226
5457,81092,7085.0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12679,7128,0,0,0,4454,1,1,-1.2631371,-4.5125365
5458,939338,1435.5,4,0,33,189,0,0,0,4,5,4,5,0,0,0,0,0,29528,34624,6235,0,0,0,9,1,-3.7285004,-6.0483546
5459,16263,776.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,208,0,0,0,0,0,1,-1.625831,-5.703957
5460,85615,4387.0,11,0,0,0,0,0,0,3,2,3,2,1,0,0,1,0,14607,14492,20819,8993,17987,7096,5,1,-3.0046346,3.305657
5461,20829,1483.0,2,0,27,0,0,0,0,1,0,1,0,0,0,0,0,0,6263,12355,2161,0,0,0,1,1,2.7162476,2.355119
5462,9562,1024.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522,6402,0,0,0,0,0,1,2.8153698,3.7073667
5463,2429,299.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,0,0,0,0,0,0,1,2.569253,-4.32981
5464,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.8092985,-13.434599
5465,60469,534.0,4,0,40,19,0,0,0,2,1,2,1,0,0,0,0,0,18879,41426,0,0,0,0,3,1,4.6211047,2.973882
5466,32038,3166.0,4,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22006,4913,3090,1558,0,1,1,0.6492083,3.9229262
5467,22278,2329.0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7483,12182,470,224,0,0,1,1,3.6019747,1.6344337
5468,0,0.0,0,0,21,14,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,9,1,-6.4368696,11.389139
5469,65223,2646.0,3,0,87,26,0,0,0,5,4,5,4,0,0,0,0,0,21239,25871,16158,1674,0,0,9,1,0.0016540693,0.69094324
5470,56820,4444.0,3,0,99,15,0,0,0,1,2,1,2,0,0,0,0,0,25310,15296,6964,3792,3040,2281,3,1,1.6865624,-1.5268415
5471,5147,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3883,356,0,0,0,0,0,1,4.1899953,-4.7519617
5472,7860,1009.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074,4842,0,0,0,0,0,1,3.3230793,2.6678057
5473,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.112781,-13.731238
5474,381221,3030.666748046875,14,0,563,160,30,4,2,16,12,16,12,5,1,2,6,1,53557,150698,95212,79420,76,0,28,1,-2.9586465,1.0135263
5475,34768,5733.66650390625,8,0,53,39,0,0,0,2,3,2,3,0,0,1,2,0,736,3473,1143,7560,1620,18899,5,1,-3.1761565,6.8559527
5476,3864,603.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140,625,0,0,0,0,0,1,4.233519,-4.0598407
5477,133334,6696.0,9,0,148,108,0,0,0,5,8,5,8,0,0,2,2,0,9139,59632,4795,3290,1220,54454,13,1,-1.7058961,5.4558063
5478,418175,5858.0,11,0,13,32,0,0,0,2,4,2,4,0,0,0,0,0,5234,25013,1417,1370,151,2206,6,1,-3.4344163,-5.108162
5479,748,1.0,0,0,13,8,0,0,0,2,2,2,2,0,0,0,0,0,14,0,0,0,0,0,4,1,-3.9926515,-7.935409
5480,29829,4979.0,6,0,25,24,0,0,0,2,4,2,4,1,0,2,1,0,7055,765,4149,7252,2353,7925,6,1,-3.197934,4.8693337
5481,17659,2414.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3693,8716,5149,0,0,0,1,-6.714623,2.7747247
5482,6198,631.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2935,1494,0,0,0,0,0,1,2.5357556,-1.9822356
5483,14211,3329.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8129,0,0,0,4354,0,0,1,2.255996,-3.3668194
5484,49277,1994.3333740234373,1,0,34,19,0,0,0,2,1,2,1,0,0,0,0,0,2550,17167,27437,0,0,0,3,1,-3.5789971,3.2515135
5485,111560,1520.3333740234375,2,0,37,42,0,0,0,1,2,1,2,0,0,0,0,0,13570,16559,2942,0,0,0,3,1,-1.8485452,-3.8481455
5486,9341,6197.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284,1181,576,3527,357,1400,0,1,-0.0797629,-1.374527
5487,41933,7676.0,8,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,2056,3358,1561,4121,983,28081,3,1,-2.2738843,7.4630504
5488,8071,166.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4608,0,0,0,0,0,0,1,1.918608,-5.299081
5489,36877,6206.0,10,0,0,0,0,0,0,2,2,2,2,3,0,0,0,0,12956,4361,1757,9367,431,6410,4,1,-3.3164806,-1.9853985
5490,7818,6495.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,952,1358,513,569,3002,0,1,0.533089,-0.6192202
5491,2062,291.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088,0,0,0,0,0,0,1,1.9134005,-4.039775
5492,241003,2471.0,8,0,167,87,10,6,4,10,10,10,10,6,1,2,2,1,64343,86946,18280,54374,0,0,20,1,-2.569376,-0.069481485
